,reaction,starting electrophile SMILES,input electrophile SMILES,nucleophile SMILES,"3,3 Catalyst Substituent ",N Catalyst Substituent,solvent,Temperature (Celsius),Temperature (Kelvin),yield (%),ee (%),e.r. 1,e.r. 2,ddG,reference ,Link,Unnamed: 0,ster1,ster2,ster3,polarxx,polarxy,polaryy,polarzx,polaryz,polarzz,mean_polar,HOMO,LUMO,biggest distance,major_axis,Axis_2,Axis_3,Vbur75,old_name
184,8,CCC1(C)C=CC(=O)C=C1,CCC1(C)C=CC(=O)C=C1,C1=CCC=C1,c2cccc(c1ccccc1)c2,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,toluene,-80,193.15,,84,92.0,8.0,0.936874309144782,"Angew. Chem. Int. Ed.2020,59, 12347 –12351",,ph_4ph_3_1_m062x,11.15,2.09,3.23,343.594,-0.001,189.928,-0.001,-1.316,111.746,215.09,-0.2689,-0.01787,13.5441340000045,13.544134,4.186529,1.976382,9.28104543725724,c2cccc(c1ccccc1)c2
185,9,CCC1(C)C=CC(=O)C=C1,CCC1(C)C=CC(=O)C=C1,C1=CCC=C1,c2cccc(c1ccccc1)c2,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,toluene,-95,178.15,,87,93.5,6.5,0.943302876312891,"Angew. Chem. Int. Ed.2020,59, 12347 –12351",,ph_4ph_3_1_m062x,11.15,2.09,3.23,343.594,-0.001,189.928,-0.001,-1.316,111.746,215.09,-0.2689,-0.01787,13.5441340000045,13.544134,4.186529,1.976382,9.28104543725724,c2cccc(c1ccccc1)c2
186,2a (scope) (note in SI we only take major products incase with rr and dr that can be isolated),CCC1(C)C=CC(=O)C=C1,CCC1(C)C=CC(=O)C=C1,C1=CCC=C1,c2cccc(c1ccccc1)c2,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,toluene,-80,193.15,92.0,84,92.0,8.0,0.936874309144782,"Angew. Chem. Int. Ed.2020,59, 12347 –12351",,ph_4ph_3_1_m062x,11.15,2.09,3.23,343.594,-0.001,189.928,-0.001,-1.316,111.746,215.09,-0.2689,-0.01787,13.5441340000045,13.544134,4.186529,1.976382,9.28104543725724,c2cccc(c1ccccc1)c2
187,2b,CCCC1(C)C=CC(=O)C=C1,CCCC1(C)C=CC(=O)C=C1,C1=CCC=C1,c2cccc(c1ccccc1)c2,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,toluene,-80,193.15,98.0,92,96.0,4.0,1.21908841930077,"Angew. Chem. Int. Ed.2020,59, 12347 –12351",,ph_4ph_3_1_m062x,11.15,2.09,3.23,343.594,-0.001,189.928,-0.001,-1.316,111.746,215.09,-0.2689,-0.01787,13.5441340000045,13.544134,4.186529,1.976382,9.28104543725724,c2cccc(c1ccccc1)c2
188,2c,CC1(C)C=CC(=O)C=C1,CC1(C)C=CC(=O)C=C1,C1=CCC=C1,c2cccc(c1ccccc1)c2,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,toluene,-95,178.15,85.0,92,96.0,4.0,1.1244141956947,"Angew. Chem. Int. Ed.2020,59, 12347 –12351",,ph_4ph_3_1_m062x,11.15,2.09,3.23,343.594,-0.001,189.928,-0.001,-1.316,111.746,215.09,-0.2689,-0.01787,13.5441340000045,13.544134,4.186529,1.976382,9.28104543725724,c2cccc(c1ccccc1)c2
189,2d,CC(C)C1(C)C=CC(=O)C=C1,CC(C)C1(C)C=CC(=O)C=C1,C1=CCC=C1,c2cccc(c1ccccc1)c2,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,toluene,-80,193.15,58.0,90,95.0,5.0,1.12947472020843,"Angew. Chem. Int. Ed.2020,59, 12347 –12351",,ph_4ph_3_1_m062x,11.15,2.09,3.23,343.594,-0.001,189.928,-0.001,-1.316,111.746,215.09,-0.2689,-0.01787,13.5441340000045,13.544134,4.186529,1.976382,9.28104543725724,c2cccc(c1ccccc1)c2
190,2e,C=CCC1(C)C=CC(=O)C=C1,C=CCC1(C)C=CC(=O)C=C1,C1=CCC=C1,c2cccc(c1ccccc1)c2,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,toluene,-95,178.15,92.0,95,97.5,2.5,1.29618972541438,"Angew. Chem. Int. Ed.2020,59, 12347 –12351",,ph_4ph_3_1_m062x,11.15,2.09,3.23,343.594,-0.001,189.928,-0.001,-1.316,111.746,215.09,-0.2689,-0.01787,13.5441340000045,13.544134,4.186529,1.976382,9.28104543725724,c2cccc(c1ccccc1)c2
191,2f,C/C(C)=C\CCC1(C)C=CC(=O)C=C1,C/C(C)=C\CCC1(C)C=CC(=O)C=C1,C1=CCC=C1,c2cccc(c1ccccc1)c2,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,toluene,-80,193.15,66.0,94,97.0,3.0,1.33341720541618,"Angew. Chem. Int. Ed.2020,59, 12347 –12351",,ph_4ph_3_1_m062x,11.15,2.09,3.23,343.594,-0.001,189.928,-0.001,-1.316,111.746,215.09,-0.2689,-0.01787,13.5441340000045,13.544134,4.186529,1.976382,9.28104543725724,c2cccc(c1ccccc1)c2
192,2g,CC2(Cc1ccccc1)C=CC(=O)C=C2,CC2(Cc1ccccc1)C=CC(=O)C=C2,C1=CCC=C1,c2cccc(c1ccccc1)c2,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,toluene,-80,193.15,91.0,95,97.5,2.5,1.40532722685258,"Angew. Chem. Int. Ed.2020,59, 12347 –12351",,ph_4ph_3_1_m062x,11.15,2.09,3.23,343.594,-0.001,189.928,-0.001,-1.316,111.746,215.09,-0.2689,-0.01787,13.5441340000045,13.544134,4.186529,1.976382,9.28104543725724,c2cccc(c1ccccc1)c2
193,2h,CC2(CCc1ccccc1)C=CC(=O)C=C2,CC2(CCc1ccccc1)C=CC(=O)C=C2,C1=CCC=C1,c2cccc(c1ccccc1)c2,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,toluene,-80,193.15,64.0,88,94.0,6.0,1.05547766478811,"Angew. Chem. Int. Ed.2020,59, 12347 –12351",,ph_4ph_3_1_m062x,11.15,2.09,3.23,343.594,-0.001,189.928,-0.001,-1.316,111.746,215.09,-0.2689,-0.01787,13.5441340000045,13.544134,4.186529,1.976382,9.28104543725724,c2cccc(c1ccccc1)c2
194,2i,CC2(c1ccccc1)C=CC(=O)C=C2,CC2(c1ccccc1)C=CC(=O)C=C2,C1=CCC=C1,c2cccc(c1ccccc1)c2,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,toluene,-80,193.15,90.0,89,94.5,5.5,1.09088986853928,"Angew. Chem. Int. Ed.2020,59, 12347 –12351",,ph_4ph_3_1_m062x,11.15,2.09,3.23,343.594,-0.001,189.928,-0.001,-1.316,111.746,215.09,-0.2689,-0.01787,13.5441340000045,13.544134,4.186529,1.976382,9.28104543725724,c2cccc(c1ccccc1)c2
195,2j,COC1(C)C=CC(=O)C=C1,COC1(C)C=CC(=O)C=C1,C1=CCC=C1,c2cccc(c1ccccc1)c2,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,toluene,-95,178.15,92.0,92,96.0,4.0,1.1244141956947,"Angew. Chem. Int. Ed.2020,59, 12347 –12351",,ph_4ph_3_1_m062x,11.15,2.09,3.23,343.594,-0.001,189.928,-0.001,-1.316,111.746,215.09,-0.2689,-0.01787,13.5441340000045,13.544134,4.186529,1.976382,9.28104543725724,c2cccc(c1ccccc1)c2
196,2k,CC1(C#N)C=CC(=O)C=C1,CC1(C#N)C=CC(=O)C=C1,C1=CCC=C1,c2cccc(c1ccccc1)c2,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,toluene,-80,193.15,95.0,82,91.0,9.0,0.88750087293048,"Angew. Chem. Int. Ed.2020,59, 12347 –12351",,ph_4ph_3_1_m062x,11.15,2.09,3.23,343.594,-0.001,189.928,-0.001,-1.316,111.746,215.09,-0.2689,-0.01787,13.5441340000045,13.544134,4.186529,1.976382,9.28104543725724,c2cccc(c1ccccc1)c2
197,2l,COC(=O)C1(C)C=CC(=O)C=C1,COC(=O)C1(C)C=CC(=O)C=C1,C1=CCC=C1,c2cccc(c1ccccc1)c2,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,toluene,-80,193.15,91.0,84,92.0,8.0,0.936874309144782,"Angew. Chem. Int. Ed.2020,59, 12347 –12351",,ph_4ph_3_1_m062x,11.15,2.09,3.23,343.594,-0.001,189.928,-0.001,-1.316,111.746,215.09,-0.2689,-0.01787,13.5441340000045,13.544134,4.186529,1.976382,9.28104543725724,c2cccc(c1ccccc1)c2
198,opt4,C/C=C/1CCCCC1=O,C/C=C/1CCCCC1=O,C=CC(=C)CC/C=C(C)\C,c1ccccc1,NS(=O)(=O)C(F)(F)F,CHCl3,-20,253.15,,12,56.0,44.0,0.121245646920826,"J.Am.Chem.Soc.2022, 144, 6703−6708",https://pubs.acs.org/doi/10.1021/jacs.2c01971,phenyl_idp_1_1_m062x,6.85,1.7,3.23,195.699,0.0,130.546,0.0,0.0,78.673,134.97,-0.27988,-0.00575,9.24379800000005,9.243798,4.025508,1.478844,8.30449535728804,c1ccccc1
199,5,C/C=C/1CCCCC1=O,C/C=C/1CCCCC1=O,C=CC(=C)CC/C=C(C)\C,FS(F)(F)(F)(F)c1ccccc1,NS(=O)(=O)C(F)(F)F,CHCl3,-20,253.15,,28,64.0,36.0,0.289267718498721,"J.Am.Chem.Soc.2022, 144, 6703−6709",,ph4sf5_2_1_m062x,9.51,2.59,3.23,240.002,0.0,146.536,-0.001,-0.813,97.106,161.21,-0.30432,-0.11413,11.5163320002218,11.516332,4.029331,2.876557,10.7204595825625,FS(F)(F)(F)(F)c1ccccc1
200,7,C/C=C/1CCCCC1=O,C/C=C/1CCCCC1=O,C=CC(=C)CC/C=C(C)\C,FC(F)(F)c1cccc(C(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,CHCl3,-20,253.15,,2,51.0,49.0,0.0201129180085115,"J.Am.Chem.Soc.2022, 144, 6703−6710",,ph35cf3_1_1_m062x,7.47,2.51,4.96,221.862,0.0,158.853,0.0,14.055,103.655,161.46,-0.30349,-0.03128,9.77025869236107,9.471022,6.830997,2.698051,11.8485902454348,FC(F)(F)c1cccc(C(F)(F)F)c1
201,8,C/C=C/1CCCCC1=O,C/C=C/1CCCCC1=O,C=CC(=C)CC/C=C(C)\C,FS(F)(F)(F)(F)c1ccccc1,NS(=O)(=O)C(F)(F)C(F)(F)F,CHCl3,-20,253.15,,38,69.0,31.0,0.402264698835235,"J.Am.Chem.Soc.2022, 144, 6703−6711",,ph4sf5_2_1_m062x,9.51,2.59,3.23,240.002,0.0,146.536,-0.001,-0.813,97.106,161.21,-0.30432,-0.11413,11.5163320002218,11.516332,4.029331,2.876557,10.7204595825625,FS(F)(F)(F)(F)c1ccccc1
202,9,C/C=C/1CCCCC1=O,C/C=C/1CCCCC1=O,C=CC(=C)CC/C=C(C)\C,FS(F)(F)(F)(F)c1ccccc1,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CHCl3,-20,253.15,,42,71.0,29.0,0.450159612422699,"J.Am.Chem.Soc.2022, 144, 6703−6712",,ph4sf5_2_1_m062x,9.51,2.59,3.23,240.002,0.0,146.536,-0.001,-0.813,97.106,161.21,-0.30432,-0.11413,11.5163320002218,11.516332,4.029331,2.876557,10.7204595825625,FS(F)(F)(F)(F)c1ccccc1
203,10,C/C=C/1CCCCC1=O,C/C=C/1CCCCC1=O,C=CC(=C)CC/C=C(C)\C,FS(F)(F)(F)(F)c1ccccc1,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,CHCl3,-20,253.15,,86,93.0,7.0,1.30047332921237,"J.Am.Chem.Soc.2022, 144, 6703−6713",,ph4sf5_2_1_m062x,9.51,2.59,3.23,240.002,0.0,146.536,-0.001,-0.813,97.106,161.21,-0.30432,-0.11413,11.5163320002218,11.516332,4.029331,2.876557,10.7204595825625,FS(F)(F)(F)(F)c1ccccc1
204,11,C/C=C/1CCCCC1=O,C/C=C/1CCCCC1=O,C=CC(=C)CC/C=C(C)\C,FS(F)(F)(F)(F)c1ccccc1,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,CHCl3,-40,233.15,,90,95.0,5.0,1.36338095271341,"J.Am.Chem.Soc.2022, 144, 6703−6714",,ph4sf5_2_1_m062x,9.51,2.59,3.23,240.002,0.0,146.536,-0.001,-0.813,97.106,161.21,-0.30432,-0.11413,11.5163320002218,11.516332,4.029331,2.876557,10.7204595825625,FS(F)(F)(F)(F)c1ccccc1
205,12,C/C=C/1CCCCC1=O,C/C=C/1CCCCC1=O,C=CC(=C)CC/C=C(C)\C,FS(F)(F)(F)(F)c1ccccc1,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,CHCl3,-60,213.15,,92,96.0,4.0,1.34532071744219,"J.Am.Chem.Soc.2022, 144, 6703−6715",,ph4sf5_2_1_m062x,9.51,2.59,3.23,240.002,0.0,146.536,-0.001,-0.813,97.106,161.21,-0.30432,-0.11413,11.5163320002218,11.516332,4.029331,2.876557,10.7204595825625,FS(F)(F)(F)(F)c1ccccc1
206,7a (small change on moving from sub scope from table),C/C=C/1CCCCC1=O,C/C=C/1CCCCC1=O,C=CC(=C)CC/C=C(C)\C,FS(F)(F)(F)(F)c1ccccc1,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,CHCl3,-60,213.15,94.0,94,97.0,3.0,1.47148784537644,"J.Am.Chem.Soc.2022, 144, 6703−6716",,ph4sf5_2_1_m062x,9.51,2.59,3.23,240.002,0.0,146.536,-0.001,-0.813,97.106,161.21,-0.30432,-0.11413,11.5163320002218,11.516332,4.029331,2.876557,10.7204595825625,FS(F)(F)(F)(F)c1ccccc1
207,7b,CC/C=C/1CCCCC1=O,CC/C=C/1CCCCC1=O,C=CC(=C)CC/C=C(C)\C,FS(F)(F)(F)(F)c1ccccc1,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,CHCl3,-60,213.15,71.0,81,90.5,9.5,0.954178612976698,"J.Am.Chem.Soc.2022, 144, 6703−6717",,ph4sf5_2_1_m062x,9.51,2.59,3.23,240.002,0.0,146.536,-0.001,-0.813,97.106,161.21,-0.30432,-0.11413,11.5163320002218,11.516332,4.029331,2.876557,10.7204595825625,FS(F)(F)(F)(F)c1ccccc1
208,7d (note didn’t take catalysts with bits on back of binol modified),C=C1CCCC1=O,C=C1CCCC1=O,C=CC(=C)CC/C=C(C)\C,FS(F)(F)(F)(F)c1ccccc1,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,CHCl3,-80,193.15,90.0,94,97.0,3.0,1.33341720541618,"J.Am.Chem.Soc.2022, 144, 6703−6718",,ph4sf5_2_1_m062x,9.51,2.59,3.23,240.002,0.0,146.536,-0.001,-0.813,97.106,161.21,-0.30432,-0.11413,11.5163320002218,11.516332,4.029331,2.876557,10.7204595825625,FS(F)(F)(F)(F)c1ccccc1
209,7e,C/C=C/1CCCC1=O,C/C=C/1CCCC1=O,C=CC(=C)CC/C=C(C)\C,FS(F)(F)(F)(F)c1ccccc1,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,CHCl3,-50,223.15,89.0,98,99.0,1.0,2.03644637519126,"J.Am.Chem.Soc.2022, 144, 6703−6719",,ph4sf5_2_1_m062x,9.51,2.59,3.23,240.002,0.0,146.536,-0.001,-0.813,97.106,161.21,-0.30432,-0.11413,11.5163320002218,11.516332,4.029331,2.876557,10.7204595825625,FS(F)(F)(F)(F)c1ccccc1
210,7f,CC/C=C/1CCCC1=O,CC/C=C/1CCCC1=O,C=CC(=C)CC/C=C(C)\C,FS(F)(F)(F)(F)c1ccccc1,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,CHCl3,-45,228.15,44.0,89,94.5,5.5,1.28856600314386,"J.Am.Chem.Soc.2022, 144, 6703−6720",,ph4sf5_2_1_m062x,9.51,2.59,3.23,240.002,0.0,146.536,-0.001,-0.813,97.106,161.21,-0.30432,-0.11413,11.5163320002218,11.516332,4.029331,2.876557,10.7204595825625,FS(F)(F)(F)(F)c1ccccc1
211,7g,CCCC/C=C/1CCCC1=O,CCCC/C=C/1CCCC1=O,C=CC(=C)CC/C=C(C)\C,FS(F)(F)(F)(F)c1ccccc1,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,CHCl3,-20,253.15,49.0,82,91.0,9.0,1.16319361109164,"J.Am.Chem.Soc.2022, 144, 6703−6721",,ph4sf5_2_1_m062x,9.51,2.59,3.23,240.002,0.0,146.536,-0.001,-0.813,97.106,161.21,-0.30432,-0.11413,11.5163320002218,11.516332,4.029331,2.876557,10.7204595825625,FS(F)(F)(F)(F)c1ccccc1
212,7h,C/C(C)=C\1CCCC1=O,C/C(C)=C\1CCCC1=O,C=CC(=C)CC/C=C(C)\C,FC(F)(F)c1cccc(C(F)(F)F)c1,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CHCl3,-45,228.15,33.0,95,97.5,2.5,1.65998139687505,"J.Am.Chem.Soc.2022, 144, 6703−6708",,ph35cf3_1_1_m062x,7.47,2.51,4.96,221.862,0.0,158.853,0.0,14.055,103.655,161.46,-0.30349,-0.03128,9.77025869236107,9.471022,6.830997,2.698051,11.8485902454348,FC(F)(F)c1cccc(C(F)(F)F)c1
213,7i,C/C=C/1CCCC(C)(C)C1=O,C/C=C/1CCCC(C)(C)C1=O,C=CC(=C)CC/C=C(C)\C,FS(F)(F)(F)(F)c1ccccc1,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,CHCl3,-60,213.15,69.0,82,91.0,9.0,0.979398452317535,"J.Am.Chem.Soc.2022, 144, 6703−6722",,ph4sf5_2_1_m062x,9.51,2.59,3.23,240.002,0.0,146.536,-0.001,-0.813,97.106,161.21,-0.30432,-0.11413,11.5163320002218,11.516332,4.029331,2.876557,10.7204595825625,FS(F)(F)(F)(F)c1ccccc1
214,7jr-1,C=C1CCCC(C)(C)C1=O,C=C1CCCC(C)(C)C1=O,C=CC(=C)CC/C=C(C)\C,FS(F)(F)(F)(F)c1ccccc1,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,CHCl3,-60,213.15,49.0,92,96.0,4.0,1.34532071744219,"J.Am.Chem.Soc.2022, 144, 6703−6708",,ph4sf5_2_1_m062x,9.51,2.59,3.23,240.002,0.0,146.536,-0.001,-0.813,97.106,161.21,-0.30432,-0.11413,11.5163320002218,11.516332,4.029331,2.876557,10.7204595825625,FS(F)(F)(F)(F)c1ccccc1
215,7jr-2,C=C1CCCC(C)(C)C1=O,C=C1CCCC(C)(C)C1=O,C=CC(=C)CC/C=C(C)\C,FS(F)(F)(F)(F)c1ccccc1,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,CHCl3,-60,213.15,49.0,87,93.5,6.5,1.1286276064333,"J.Am.Chem.Soc.2022, 144, 6703−6708",,ph4sf5_2_1_m062x,9.51,2.59,3.23,240.002,0.0,146.536,-0.001,-0.813,97.106,161.21,-0.30432,-0.11413,11.5163320002218,11.516332,4.029331,2.876557,10.7204595825625,FS(F)(F)(F)(F)c1ccccc1
216,7k,C=C1C(=O)CCCC1(C)C,C=C1C(=O)CCCC1(C)C,C=CC(=C)CC/C=C(C)\C,FS(F)(F)(F)(F)c1ccccc1,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,CHCl3,-60,213.15,82.0,96,98.0,2.0,1.64746941213297,"J.Am.Chem.Soc.2022, 144, 6703−6723",,ph4sf5_2_1_m062x,9.51,2.59,3.23,240.002,0.0,146.536,-0.001,-0.813,97.106,161.21,-0.30432,-0.11413,11.5163320002218,11.516332,4.029331,2.876557,10.7204595825625,FS(F)(F)(F)(F)c1ccccc1
217,7l,C=C1CCC(C)=CC1=O,C=C1CCC(C)=CC1=O,C=CC(=C)CC/C=C(C)\C,FS(F)(F)(F)(F)c1ccccc1,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,CHCl3,-80,193.15,91.0,98,99.0,1.0,1.76266913452024,"J.Am.Chem.Soc.2022, 144, 6703−6724",,ph4sf5_2_1_m062x,9.51,2.59,3.23,240.002,0.0,146.536,-0.001,-0.813,97.106,161.21,-0.30432,-0.11413,11.5163320002218,11.516332,4.029331,2.876557,10.7204595825625,FS(F)(F)(F)(F)c1ccccc1
218,7m,C=C1CCC=C(C)C1=O,C=C1CCC=C(C)C1=O,C=CC(=C)CC/C=C(C)\C,FS(F)(F)(F)(F)c1ccccc1,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,CHCl3,-80,193.15,41.0,92,96.0,4.0,1.21908841930077,"J.Am.Chem.Soc.2022, 144, 6703−6725",,ph4sf5_2_1_m062x,9.51,2.59,3.23,240.002,0.0,146.536,-0.001,-0.813,97.106,161.21,-0.30432,-0.11413,11.5163320002218,11.516332,4.029331,2.876557,10.7204595825625,FS(F)(F)(F)(F)c1ccccc1
219,7n,C=C1CC(C)(C)C=CC1=O,C=C1CC(C)(C)C=CC1=O,C=CC(=C)CC/C=C(C)\C,FS(F)(F)(F)(F)c1ccccc1,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,CHCl3,-60,213.15,70.0,99,99.5,0.5,2.24074009585259,"J.Am.Chem.Soc.2022, 144, 6703−6726",,ph4sf5_2_1_m062x,9.51,2.59,3.23,240.002,0.0,146.536,-0.001,-0.813,97.106,161.21,-0.30432,-0.11413,11.5163320002218,11.516332,4.029331,2.876557,10.7204595825625,FS(F)(F)(F)(F)c1ccccc1
220,7o,C=C2CCc1ccccc1C2=O,C=C2CCc1ccccc1C2=O,C=CC(=C)CC/C=C(C)\C,FS(F)(F)(F)(F)c1ccccc1,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,CHCl3,-80,193.15,87.0,86,93.0,7.0,0.99224342696966,"J.Am.Chem.Soc.2022, 144, 6703−6727",,ph4sf5_2_1_m062x,9.51,2.59,3.23,240.002,0.0,146.536,-0.001,-0.813,97.106,161.21,-0.30432,-0.11413,11.5163320002218,11.516332,4.029331,2.876557,10.7204595825625,FS(F)(F)(F)(F)c1ccccc1
221,7p,C/C=C/1CCCCC1=O,C/C=C/1CCCCC1=O,C1=CCC=C1,c2cccc(c1ccccc1)c2,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,CHCl3,-80,193.15,95.0,90,95.0,5.0,1.12947472020843,"J.Am.Chem.Soc.2022, 144, 6703−6708",,ph_4ph_3_1_m062x,11.15,2.09,3.23,343.594,-0.001,189.928,-0.001,-1.316,111.746,215.09,-0.2689,-0.01787,13.5441340000045,13.544134,4.186529,1.976382,9.28104543725724,c2cccc(c1ccccc1)c2
222,7q,C/C=C/1CCCCC1=O,C/C=C/1CCCCC1=O,C=C(C)C(=C)C,FS(F)(F)(F)(F)c1ccccc1,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,CHCl3,-60,213.15,96.0,95,97.5,2.5,1.55084389543685,"J.Am.Chem.Soc.2022, 144, 6703−6728",,ph4sf5_2_1_m062x,9.51,2.59,3.23,240.002,0.0,146.536,-0.001,-0.813,97.106,161.21,-0.30432,-0.11413,11.5163320002218,11.516332,4.029331,2.876557,10.7204595825625,FS(F)(F)(F)(F)c1ccccc1
223,7r,C/C=C/1CCCCC1=O,C/C=C/1CCCCC1=O,C=CC(=C)C,FS(F)(F)(F)(F)c1ccccc1,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,CHCl3,-60,213.15,73.0,88,94.0,6.0,1.16476864742213,"J.Am.Chem.Soc.2022, 144, 6703−6729",,ph4sf5_2_1_m062x,9.51,2.59,3.23,240.002,0.0,146.536,-0.001,-0.813,97.106,161.21,-0.30432,-0.11413,11.5163320002218,11.516332,4.029331,2.876557,10.7204595825625,FS(F)(F)(F)(F)c1ccccc1
224,1A (opt),COC(=O)/C=C/c1ccccc1,COC(=O)/C=C/c1ccccc1,C1=CCC=C1,FC(F)(F)c1cccc(C(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,toluene,-40,233.15,92.0,94,97.0,3.0,1.6095584853367,"J. Am. Chem. Soc. 2018, 140, 12671−12676",https://pubs.acs.org/doi/pdf/10.1021/jacs.8b07092,ph35cf3_1_1_m062x,7.47,2.51,4.96,221.862,0.0,158.853,0.0,14.055,103.655,161.46,-0.30349,-0.03128,9.77025869236107,9.471022,6.830997,2.698051,11.8485902454348,FC(F)(F)c1cccc(C(F)(F)F)c1
225,1B,COC(=O)/C=C/c1ccccc1,COC(=O)/C=C/c1ccccc1,C1=CCC=C1,c4ccc3c1ccccc1C2(CCC2)c3c4,NS(=O)(=O)C(F)(F)C(F)(F)F,toluene,-40,233.15,90.0,95,97.5,2.5,1.69636056402112,"J. Am. Chem. Soc. 2018, 140, 12671−12677",,ph_fluorene_cyclobutyl_4_1_m062x,10.73,2.02,6.5,383.465,-10.898,244.782,-3.578,-8.219,146.35,258.2,-0.25944,-0.02008,13.2422218630665,13.210125,7.440612,3.846721,9.47519010737826,c4ccc3c1ccccc1C2(CCC2)c3c4
226,3a (dieneophile scope) (note the silylating reagent has small ee changes were data available),COC(=O)/C=C/c1ccccc1,COC(=O)/C=C/c1ccccc1,C1=CCC=C1,FC(F)(F)c1cccc(C(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,toluene,-40,233.15,92.0,94,97.0,3.0,1.6095584853367,"J. Am. Chem. Soc. 2018, 140, 12671−12678",,ph35cf3_1_1_m062x,7.47,2.51,4.96,221.862,0.0,158.853,0.0,14.055,103.655,161.46,-0.30349,-0.03128,9.77025869236107,9.471022,6.830997,2.698051,11.8485902454348,FC(F)(F)c1cccc(C(F)(F)F)c1
227,3b (all temps for scope need checked in si),COC(=O)/C=C/c1ccc(C)cc1,COC(=O)/C=C/c1ccc(C)cc1,C1=CCC=C1,FC(F)(F)c1cccc(C(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,toluene,-40,233.15,99.0,94,97.0,3.0,1.6095584853367,"J. Am. Chem. Soc. 2018, 140, 12671−12679",,ph35cf3_1_1_m062x,7.47,2.51,4.96,221.862,0.0,158.853,0.0,14.055,103.655,161.46,-0.30349,-0.03128,9.77025869236107,9.471022,6.830997,2.698051,11.8485902454348,FC(F)(F)c1cccc(C(F)(F)F)c1
228,3c,COC(=O)/C=C/c1cccc(C)c1,COC(=O)/C=C/c1cccc(C)c1,C1=CCC=C1,FC(F)(F)c1cccc(C(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,toluene,-40,233.15,89.0,95,97.5,2.5,1.69636056402112,"J. Am. Chem. Soc. 2018, 140, 12671−12680",,ph35cf3_1_1_m062x,7.47,2.51,4.96,221.862,0.0,158.853,0.0,14.055,103.655,161.46,-0.30349,-0.03128,9.77025869236107,9.471022,6.830997,2.698051,11.8485902454348,FC(F)(F)c1cccc(C(F)(F)F)c1
229,3d,COC(=O)/C=C/c1ccccc1C,COC(=O)/C=C/c1ccccc1C,C1=CCC=C1,FC(F)(F)c1cccc(C(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,toluene,-40,233.15,87.0,94,97.0,3.0,1.6095584853367,"J. Am. Chem. Soc. 2018, 140, 12671−12681",,ph35cf3_1_1_m062x,7.47,2.51,4.96,221.862,0.0,158.853,0.0,14.055,103.655,161.46,-0.30349,-0.03128,9.77025869236107,9.471022,6.830997,2.698051,11.8485902454348,FC(F)(F)c1cccc(C(F)(F)F)c1
